doi,year,title,journal_name,publisher,bso_classification
10.1172/JCI84518,2016,CCR7 and IRF4-dependent dendritic cells regulate lymphatic collecting vessel permeability,Journal of Clinical Investigation,American Society for Clinical Investigation,Medical research
10.1080/00927872.2015.1087535,2016,Hilbert Series and Lefschetz Properties of Dimension One Almost Complete Intersections,Communications in Algebra,Informa UK Limited,"Computer and 
 information sciences"
10.1016/j.erap.2015.07.002,2016,Development and validation of a scale of social and moral judgments (ABB scale) and its use in prison settings,European Review of Applied Psychology,Elsevier BV,Medical research
10.1109/EWME.2016.7496477,2016,New QVCO design using UTBB FDSOI technology,2016 11th European Workshop on Microelectronics Education (EWME),IEEE,Social sciences
10.1016/j.eurger.2016.04.012,2016,A comprehensive fracture prevention strategy in older adults: The European union geriatric medicine society (EUGMS) statement,European Geriatric Medicine,Elsevier BV,Medical research
10.1109/JSAC.2016.2558978,2016,HEAP: Reliable Assessment of BGP Hijacking Attacks,IEEE Journal on Selected Areas in Communications,Institute of Electrical and Electronics Engineers (IEEE),"Computer and 
 information sciences"
10.1007/978-3-319-41754-7_7,2016,Adapting Semantic Spreading Activation to Entity Linking in Text,Lecture Notes in Computer Science,Springer International Publishing,Biology (fond.)
10.1093/brain/awv368,2016,Reply: High prevalence ofCHCHD10mutations in patients with frontotemporal dementia from China: Table 1,Brain,Oxford University Press (OUP),Mathematics
10.1108/CG-09-2015-0123,2016,Board director disciplinary and cognitive influence on corporate value creation,Corporate Governance,Emerald,Social sciences
10.5220/0005699100850095,2016,Abstract Dialectical Frameworks for Text Exploration,Proceedings of the 8th International Conference on Agents and Artificial Intelligence,SCITEPRESS - Science and and Technology Publications,Mathematics
10.1093/ecco-jcc/jjv224,2016,"Eldelumab [Anti-IP-10] Induction Therapy for Ulcerative Colitis: A Randomised, Placebo-Controlled, Phase 2b Study",Journal of Crohn's and Colitis,Oxford University Press (OUP),Biology (fond.)
10.1016/j.arcped.2016.03.019,2016,Corticoïdes inhalés : quels schémas ?,Archives de Pédiatrie,Elsevier BV,"Computer and 
 information sciences"
10.1109/CBMI.2016.7500255,2016,Is the vascular network discriminant enough to classify renal cell carcinoma?,2016 14th International Workshop on Content-Based Multimedia Indexing (CBMI),IEEE,Medical research
10.18632/oncotarget.10005,2016,Telomeric repeat-binding factor 2: a marker for survival and anti-EGFR efficacy in oral carcinoma,Oncotarget,"Impact Journals, LLC","Earth, Ecology, 
Energy and applied biology"
10.1016/j.nut.2016.01.019,2016,Detection and treatment of medical inpatients with or at-risk of malnutrition: Suggested procedures based on validated guidelines,Nutrition,Elsevier BV,Medical research
10.1080/15284336.2015.1135553,2016,"Addition of boceprevir to PEG-interferon/ribavirin in HIV-HCV-Genotype-1-coinfected, treatment-experienced patients: efficacy, safety, and pharmacokinetics data from the ANRS HC27 study",HIV Clinical Trials,Informa UK Limited,Biology (fond.)
10.1097/CCM.0000000000001900,2016,The authors reply,Critical Care Medicine,Ovid Technologies (Wolters Kluwer Health),Medical research
10.3917/i2d.161.0034,2016,Les TIC vertes au service d’un écosystème plus durable ?,"I2D - Information, données & documents",CAIRN,Medical research
10.1126/scitranslmed.aaf1471,2016,Familial autoinflammation with neutrophilic dermatosis reveals a regulatory mechanism of pyrin activation,Science Translational Medicine,American Association for the Advancement of Science (AAAS),Chemistry
10.1016/j.bulcan.2016.01.014,2016,Enjeux et limites actuelles de l’évaluation du statut de PD-L1 par immunohistochimie sur des biopsies bronchiques,Bulletin du Cancer,Elsevier BV,Medical research
10.1145/2901318.2901326,2016,The Linux scheduler,Proceedings of the Eleventh European Conference on Computer Systems,ACM,Chemistry
10.1109/HMI.2016.7449159,2016,Opening remarks,2016 International Conference on Advances in Human Machine Interaction (HMI),IEEE,"Earth, Ecology, 
Energy and applied biology"
10.1097/CCM.0000000000001580,2016,The authors reply,Critical Care Medicine,Ovid Technologies (Wolters Kluwer Health),Medical research
10.1159/000442158,2016,Epigenetic Regulation in Early Childhood: A Miniaturized and Validated Method to Assess Histone Acetylation,International Archives of Allergy and Immunology,S. Karger AG,Humanities
10.1136/thoraxjnl-2016-208407,2016,Symptomatic accessory cardiac bronchus in an infant,Thorax,BMJ,Humanities
10.1016/j.rhum.2016.02.012,2016,Score de l’os trabéculaire : le point,Revue du Rhumatisme,Elsevier BV,Medical research
10.1016/j.gmod.2016.05.003,2016,Extraction of cylinders and cones from minimal point sets,Graphical Models,Elsevier BV,Medical research
10.1007/s11207-016-0890-5,2016,Active Latitude Oscillations Observed on the Sun,Solar Physics,Springer Science and Business Media LLC,Medical research
10.1016/j.cgh.2016.02.016,2016,Effectiveness and Safety of Vedolizumab Induction Therapy for Patients With Inflammatory Bowel Disease,Clinical Gastroenterology and Hepatology,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1002/mop.29852,2016,Coupling thermometer for sensing antenna,Microwave and Optical Technology Letters,Wiley,Medical research
10.1001/jama.2016.3486,2016,Lung Volume Reduction Coils for Severe Emphysema—Reply,JAMA,American Medical Association (AMA),Biology (fond.)
10.4267/2042/58977,2016,"Revision of the Early Cretaceous genera Heminautilus Spath, 1927, and Josanautilus Martínez & Grauges, 2006 (Nautilida, Cenoceratidae)",Carnets de géologie (Notebooks on geology),Society for Sedimentary Geology,Humanities
10.1080/08869634.2016.1149291,2017,Disc displacement without reduction: a retrospective study of a clinical diagnostic sign,CRANIO®,Informa UK Limited,Biology (fond.)
10.1007/s10096-016-2697-6,2016,Bacteraemic urinary tract infections may mimic respiratory infections: a nested case–control study,European Journal of Clinical Microbiology & Infectious Diseases,Springer Science and Business Media LLC,Medical research
10.1109/ISBI.2016.7493411,2016,Cortical surface parcellation via dMRI using mutual nearest neighbor condition,2016 IEEE 13th International Symposium on Biomedical Imaging (ISBI),IEEE,"Computer and 
 information sciences"
10.1080/09639489.2016.1153459,2016,"Françoise d’Eaubonne, éco-féminisme et anarchie",Modern & Contemporary France,Informa UK Limited,Biology (fond.)
10.1016/j.tcs.2015.12.012,2016,A probabilistic version of the game of Zombies and Survivors on graphs,Theoretical Computer Science,Elsevier BV,Medical research
10.1080/13534645.2016.1201922,2016,Transgender and transsexual people’s sexuality in the media,Parallax,Informa UK Limited,Biology (fond.)
10.1007/978-3-319-27687-8_2,2016,Successive Phases of the Metabolic Response to Stress,The Stress Response of Critical Illness: Metabolic and Hormonal Aspects,Springer International Publishing,Medical research
10.1016/j.npg.2016.06.004,2017,Les effets thérapeutiques de l’animal en EHPAD,NPG Neurologie - Psychiatrie - Gériatrie,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1002/eji.201546143,2016,CD99 isoforms regulate CD1a expression in human monocyte-derived DCs through ATF-2/CREB-1 phosphorylation,European Journal of Immunology,Wiley,Biology (fond.)
10.1111/bju.13344,2016,A comparison of magnetic resonance imaging and ultrasonography (MRI/US)-fusion guided prostate biopsy devices: too many uncontrolled variables,BJU International,Wiley,Medical research
10.1016/j.oraloncology.2018.04.008,2018,Nivolumab vs investigator’s choice in recurrent or metastatic squamous cell carcinoma of the head and neck: 2-year long-term survival update of CheckMate 141 with analyses by tumor PD-L1 expression,Oral Oncology,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.jviscsurg.2018.04.004,2019,Terrorist attack in Nice – The experience of general surgeons,Journal of Visceral Surgery,Elsevier BV,Medical research
10.1016/j.neurol.2018.03.008,2018,Connected health and multiple sclerosis,Revue Neurologique,Elsevier BV,Medical research
10.1002/esp.4391,2018,Enlargement and evolution of a semi-alluvial creek in response to urbanization,Earth Surface Processes and Landforms,Wiley,Medical research
10.1145/3180665.3180668,2018,Beyond Time-Triggered Co-simulation of Cyber-Physical Systems for Performance and Accuracy Improvements,Proceedings of the Rapido'18 Workshop on Rapid Simulation and Performance Evaluation: Methods and Tools - RAPIDO '18,ACM Press,Biology (fond.)
10.1051/0004-6361/201731649,2018,New spectro-photometric characterization of the substellar object HR 2562 B using SPHERE,Astronomy &amp; Astrophysics,EDP Sciences,Biology (fond.)
10.1117/12.2299493,2018,Activity status and future plans for the Optical Laboratory of the National Astronomical Research Institute of Thailand,Third International Conference on Photonics Solutions (ICPS2017),SPIE,Medical research
10.1016/j.jtbi.2018.03.038,2018,Control in dormancy or eradication of cancer stem cells: Mathematical modeling and stability issues,Journal of Theoretical Biology,Elsevier BV,Medical research
10.1111/pai.12870,2018,Chronic spontaneous urticaria in children - a systematic review on interventions and comorbidities,Pediatric Allergy and Immunology,Wiley,Medical research
10.1007/s00784-018-2430-1,2019,Oral health and chemotherapy act as cofactors in malnutrition in the elderly with other cancers than head and neck malignancies,Clinical Oral Investigations,Springer Science and Business Media LLC,Medical research
10.1016/j.cagd.2018.03.022,2018,Exact conversion from Bézier tetrahedra to Bézier hexahedra,Computer Aided Geometric Design,Elsevier BV,Mathematics
10.1371/journal.pone.0195725,2018,Derivation and internal validation of a mortality risk index for aged people living with HIV: The Dat'AIDS score,PLOS ONE,Public Library of Science (PLoS),"Physical sciences, Astronomy"
10.4000/mcv.8027,2018,La fabrique des îles-frontières,Mélanges de la Casa de Velázquez,OpenEdition,"Earth, Ecology, 
Energy and applied biology"
10.1098/rsos.180523,2018,How do microalgae perceive light in a high-rate pond? Towards more realistic Lagrangian experiments,Royal Society Open Science,The Royal Society,"Physical sciences, Astronomy"
10.1016/j.dam.2018.03.035,2020,A resource-frugal probabilistic dictionary and applications in bioinformatics,Discrete Applied Mathematics,Elsevier BV,"Computer and 
 information sciences"
10.1007/s40263-018-0528-2,2018,"MD1003 (High-Dose Pharmaceutical-Grade Biotin) for the Treatment of Chronic Visual Loss Related to Optic Neuritis in Multiple Sclerosis: A Randomized, Double-Blind, Placebo-Controlled Study",CNS Drugs,Springer Science and Business Media LLC,Medical research
10.1007/s10126-017-9791-3,2018,Cnidarian Primary Cell Culture as a Tool to Investigate the Effect of Thermal Stress at Cellular Level,Marine Biotechnology,Springer Science and Business Media LLC,Medical research
10.1051/0004-6361/201832583,2018,Resolving faint structures in the debris disk around TWA 7,Astronomy & Astrophysics,EDP Sciences,Biology (fond.)
10.1017/S0960129518000105,2018,Plugging-in proof development environments usingLocksinLF,Mathematical Structures in Computer Science,Cambridge University Press (CUP),"Computer and 
 information sciences"
10.1108/IMEFM-06-2017-0151,2018,Does sin matter in corporate governance issues in the United States,International Journal of Islamic and Middle Eastern Finance and Management,Emerald,"Computer and 
 information sciences"
10.1109/ICM.2017.8268881,2018,Programmable signal generator for neural network application,2017 29th International Conference on Microelectronics (ICM),IEEE,"Computer and 
 information sciences"
10.1016/j.jesp.2018.04.002,2018,Two routes toward compensation: An investigation into the mechanisms of compensation for high- and low-status groups,Journal of Experimental Social Psychology,Elsevier BV,Biology (fond.)
10.1016/j.radonc.2018.03.024,2018,Stereotactic ablative radiotherapy after concomitant chemoradiotherapy in non-small cell lung cancer: A TITE-CRM phase 1 trial,Radiotherapy and Oncology,Elsevier BV,"Earth, Ecology, 
Energy and applied biology"
10.1109/TMI.2018.2820742,2018,3-D Consistent and Robust Segmentation of Cardiac Images by Deep Learning With Spatial Propagation,IEEE Transactions on Medical Imaging,Institute of Electrical and Electronics Engineers (IEEE),"Computer and 
 information sciences"
10.1016/j.ecolecon.2018.03.023,2018,"Faraway, So Close: Coupled Climate and Economic Dynamics in an Agent-based Integrated Assessment Model",Ecological Economics,Elsevier BV,Biology (fond.)
10.1002/14651858.CD003220.pub3,2018,Pulp treatment for extensive decay in primary teeth,Cochrane Database of Systematic Reviews,Wiley,Medical research
10.1016/j.icarus.2018.04.018,2018,Debiased orbit and absolute-magnitude distributions for near-Earth objects,Icarus,Elsevier BV,Medical research
