tmp_doi,bso_classification_classe,source
10.5267/j.ijdns.2021.8.015,9,mesri
10.1016/j.cities.2021.103211,9,mesri
10.4000/rei.10310,9,mesri
10.1007/978-3-030-87016-4_42,2,mesri
10.1016/j.automatica.2021.109790,2,mesri
10.1007/978-3-030-79121-6_9,2,mesri
10.1016/j.exger.2021.111595,0,mesri
10.23736/s1973-9087.21.06831-3,7,mesri
10.4081/jear.2021.9559,0,mesri
10.5194/se-12-2789-2021,3,mesri
10.3389/fnsyn.2021.799274,0,mesri
10.1016/j.econmod.2021.105508,6,mesri
10.1145/3456565.3460026,2,mesri
10.1145/3430665.3456325,2,mesri
10.1007/978-3-030-86520-7_34,0,mesri
10.1021/acs.langmuir.1c02245,1,mesri
10.1021/acs.langmuir.1c02021,1,mesri
10.1007/s12649-021-01481-3,3,mesri
10.1021/acsomega.1c02401,1,mesri
10.1016/j.crmeth.2021.100119,0,mesri
10.1186/s13054-021-03621-6,7,mesri
10.1098/rsta.2020.0323,8,mesri
10.3847/1538-3881/ac2823,3,mesri
10.3847/1538-3881/ac02cc,3,mesri
10.1145/3460210.3493547,3,mesri
10.1051/0004-6361/202039583,3,mesri
10.1051/0004-6361/202040134,8,mesri
10.1186/s13613-021-00892-8,7,mesri
10.3389/fpsyg.2021.703897,0,mesri
10.3389/fnins.2021.671121,7,mesri
10.3847/2041-8213/ac082e,8,mesri
10.1016/j.scitotenv.2021.148544,3,mesri
10.1093/chemse/bjab050,0,mesri
10.1007/s10686-021-09705-z,8,mesri
10.1038/s41467-021-27382-6,0,mesri
10.3389/frai.2021.768516,5,mesri
10.1371/journal.pcbi.1009727,0,mesri
10.3847/1538-4357/abee15,8,mesri
10.1007/978-3-030-61412-6_9,3,mesri
10.3847/1538-4357/ac2c66,3,mesri
10.1016/j.microrel.2021.114291,4,mesri
10.1140/epjh/s13129-021-00032-7,8,mesri
10.1038/s41420-021-00662-2,0,mesri
10.3917/sta.132.0083,5,mesri
10.1016/j.jbiomech.2021.110823,7,mesri
10.1016/j.exger.2021.111594,0,mesri
10.1209/0295-5075/134/26001,8,mesri
10.1017/jfm.2021.601,8,mesri
10.1163/15700615-20211022,9,mesri
10.1117/12.2578727,8,mesri
10.1117/12.2578648,8,mesri
10.1016/j.cnsns.2021.105903,8,mesri
10.1016/j.jcp.2021.110565,8,mesri
10.1111/echo.15167,7,mesri
10.5802/crgeos.98,3,mesri
10.3390/molecules26247610,0,mesri
10.3390/md19120656,0,mesri
10.1063/5.0073842,8,mesri
10.1063/5.0022130,8,mesri
10.1016/j.jvolgeores.2021.107317,3,mesri
10.3390/life11070622,7,mesri
10.1126/science.abf1396,8,mesri
10.1126/science.abf1015,0,mesri
10.1016/j.colsurfa.2021.126307,1,mesri
10.1016/j.electacta.2020.137677,1,mesri
10.1002/macp.202100262,1,mesri
10.1515/pac-2021-0206,1,mesri
10.1002/adom.202100415,8,mesri
10.3390/nano11123325,8,mesri
10.3390/atoms9010006,8,mesri
10.1063/5.0063691,8,mesri
10.1140/epjb/s10051-021-00054-6,8,mesri
10.4000/rei.10080,9,mesri
10.3917/pox.133.0029,9,mesri
10.3917/redp.315.0085,9,mesri
10.4000/rei.10430,9,mesri
10.3390/en14227550,3,mesri
10.3389/fgene.2021.792218,0,mesri
10.1177/01708406211057224,9,mesri
10.1088/1361-6544/ac149d,8,mesri
10.1016/j.gca.2021.08.016,3,mesri
10.1016/j.jsames.2021.103483,3,mesri
10.3390/min11101124,3,mesri
10.3390/geosciences11030139,3,mesri
10.3389/feart.2021.685879,3,mesri
10.3390/languages6020077,5,mesri
10.2140/tunis.2021.3.395,6,mesri
10.1785/0220200459,3,mesri
10.1016/j.tecto.2021.228974,3,mesri
10.5194/gmd-14-1773-2021,3,mesri
10.1016/j.margeo.2021.106524,3,mesri
10.1093/gji/ggab262,3,mesri
10.1051/bsgf/2021015,3,mesri
10.1093/oxfordhb/9780198845973.013.27,9,mesri
10.4324/9781003037750-12,9,mesri
10.1007/978-3-030-75242-2_7,6,mesri
10.1016/j.dam.2021.02.037,6,mesri
10.1007/s00373-020-02263-9,6,mesri
10.1007/s00453-020-00790-8,2,mesri
10.3917/spub.214.0547,7,mesri
10.14254/2071-8330.2021/14-4/9,9,mesri
10.1016/j.jneuroling.2021.101005,7,mesri
10.1016/j.mednuc.2021.02.001,7,mesri
10.1093/gji/ggab245,3,mesri
10.1016/j.tecto.2021.229122,3,mesri
10.1126/sciadv.abg4216,0,mesri
10.3389/fimmu.2021.636108,7,mesri
10.1016/j.nmd.2021.06.010,7,mesri
10.3389/fnagi.2021.668948,7,mesri
10.1007/s10657-021-09689-3,5,mesri
10.4000/rei.10503,9,mesri
10.3390/cosmetics8020035,7,mesri
10.1002/pssb.202100167,8,mesri
10.1117/12.2599380,3,mesri
10.1051/cocv/2021097,6,mesri
10.3847/1538-4365/ac0833,8,mesri
10.3847/1538-4357/ac1f2c,8,mesri
10.1016/j.pss.2021.105234,3,mesri
10.1001/jamanetworkopen.2021.28271,7,mesri
10.4000/quaternaire.15015,3,mesri
10.5194/se-12-2369-2021,3,mesri
10.4324/9781315739793-5,9,mesri
10.3390/app112110350,8,mesri
10.1063/5.0054810,8,mesri
10.1021/acsnano.1c00850,8,mesri
10.1016/j.clnesp.2021.07.004,7,mesri
10.1089/hum.2021.191,0,mesri
10.1038/s42003-021-02639-4,0,mesri
10.1088/1741-4326/ac09fc,8,mesri
10.1016/j.fusengdes.2021.112431,3,mesri
10.3390/ijms22168551,0,mesri
10.3390/toxins13070502,7,mesri
10.5802/crgeos.86,3,mesri
10.3390/insects12111013,0,mesri
10.1051/0004-6361/202140873,3,mesri
10.1051/0004-6361/202040250,8,mesri
10.3997/2214-4609.202120083,8,mesri
10.1016/j.patrec.2021.10.022,2,mesri
10.3390/life11111222,0,mesri
10.1038/s41436-021-01263-1,7,mesri
10.1021/acsami.1c13972,1,mesri
10.1016/j.marenvres.2021.105474,0,mesri
10.1111/sapm.12418,3,mesri
10.1021/acssuschemeng.1c06112,1,mesri
10.3389/fpsyt.2021.701810,7,mesri
10.1126/sciadv.abg5970,3,mesri
10.1016/j.clgc.2021.08.008,7,mesri
10.3389/fcell.2021.739357,0,mesri
10.1016/j.biocon.2021.109134,0,mesri
10.1016/j.comcom.2021.02.008,2,mesri
10.1051/0004-6361/202039657e,3,mesri
10.3390/app112210649,8,mesri
10.1126/science.abf2966,3,mesri
10.1145/3460120.3484761,2,mesri
10.1073/pnas.2023376118,0,mesri
10.1007/978-3-030-83442-5_9,2,mesri
10.1002/cbic.202100319,0,mesri
10.3389/fpsyg.2021.727550,0,mesri
10.1093/mnras/stab2002,8,mesri
10.3390/molecules26196053,0,mesri
10.1016/j.isci.2021.102961,7,mesri
10.1016/j.ara.2021.100308,5,mesri
10.3390/cells10071753,7,mesri
10.1016/j.biochi.2021.06.013,0,mesri
10.1016/j.nahs.2021.101115,2,mesri
10.1016/j.ekir.2021.04.002,7,mesri
10.1117/12.2599618,8,mesri
10.1051/0004-6361/202140935,3,mesri
10.1016/j.epsl.2021.117081,3,mesri
10.1051/0004-6361/202140970,3,mesri
10.3390/agriculture11090867,0,mesri
10.1080/08869634.2021.2000790,7,mesri
10.1016/j.apsusc.2021.150816,8,mesri
10.15184/aqy.2021.151,5,mesri
10.1007/s12190-021-01679-7,8,mesri
10.3847/1538-4365/abe937,8,mesri
10.3389/fimmu.2021.711080,7,mesri
10.1051/0004-6361/202140571,3,mesri
10.1063/5.0057307,8,mesri
10.1016/j.icarus.2020.114256,3,mesri
10.3390/cells10102692,7,mesri
10.1007/978-3-030-55874-1_16,6,mesri
10.1088/1361-6641/abdd07,8,mesri
10.1038/s41567-020-01161-4,8,mesri
10.3390/cancers13174372,7,mesri
10.3389/fendo.2021.691658,0,mesri
10.3389/fphar.2021.755826,7,mesri
10.1016/j.matchar.2021.111261,4,mesri
10.1051/0004-6361/202140802,8,mesri
10.1051/0004-6361/202141680,3,mesri
10.1177/18344909211051800,7,mesri
10.1038/s41598-021-01676-7,0,mesri
10.1017/jfm.2021.662,8,mesri
10.1016/j.comnet.2021.108043,2,mesri
10.3791/62177,0,mesri
10.3390/ceramics4020013,8,mesri
10.1038/s41598-021-02111-7,7,mesri
10.1145/3486622.3493921,2,mesri
10.3389/fphys.2021.736585,0,mesri
10.1051/0004-6361/202039601,8,mesri
10.5194/se-12-2523-2021,3,mesri
10.1051/0004-6361/202038806,8,mesri
10.1051/0004-6361/202140319,3,mesri
10.1007/978-3-030-87231-1_59,7,mesri
10.1007/s42600-021-00178-9,7,mesri
10.1051/0004-6361/202040225,3,mesri
10.1088/1741-4326/abdac2,8,mesri
10.1038/s41377-021-00675-7,4,mesri
10.1080/19490976.2021.1994836,0,mesri
10.1007/s00367-021-00713-8,3,mesri
10.3390/cancers13122998,7,mesri
10.1371/journal.pone.0259291,7,mesri
10.3390/en14144241,3,mesri
10.1007/s10686-021-09761-5,3,mesri
10.1088/1361-6544/abe096,8,mesri
10.1051/0004-6361/202039959,3,mesri
10.1007/978-3-030-75549-2_38,6,mesri
10.5194/gmd-14-7117-2021,3,mesri
10.1117/12.2599626,4,mesri
10.1017/jfm.2020.1092,8,mesri
10.3389/fmars.2021.656300,0,mesri
10.1002/ueg2.12161,7,mesri
10.1016/j.jbc.2021.100917,0,mesri
10.3390/ijms222212290,7,mesri
10.1111/mec.16287,0,mesri
10.7150/thno.57549,7,mesri
10.1016/j.revpalbo.2021.104537,3,mesri
10.1021/acssuschemeng.1c01628,0,mesri
10.3847/1538-4365/abf73c,3,mesri
10.1117/12.2594283,4,mesri
10.1080/09593985.2021.2005201,7,mesri
10.1016/j.asr.2021.06.011,3,mesri
10.3390/universe7120481,8,mesri
10.1785/0120210104,3,mesri
10.1785/0120210013,3,mesri
10.1051/0004-6361/202141757,3,mesri
10.1007/s00466-021-01976-9,8,mesri
10.1007/s10686-021-09718-8,8,mesri
10.5194/nhess-21-3489-2021,3,mesri
10.1007/s00345-021-03783-6,7,mesri
10.3390/jimaging7120266,2,mesri
10.3389/fped.2021.764040,7,mesri
10.1145/3460120.3484548,2,mesri
10.1038/s41522-021-00233-4,0,mesri
10.1145/3493649.3493657,4,mesri
10.1111/nph.17690,0,mesri
10.1051/0004-6361/202141412,3,mesri
10.1016/j.icarus.2020.114275,3,mesri
10.3390/cells10112805,7,mesri
10.1186/s12915-021-01183-1,0,mesri
10.1016/j.rinp.2021.104761,8,mesri
10.1016/j.atherosclerosis.2021.08.010,7,mesri
10.1038/s41467-021-25616-1,7,mesri
10.1016/j.icarus.2020.114094,3,mesri
10.1007/s10686-021-09747-3,8,mesri
10.3847/1538-3881/ac141a,3,mesri
10.1016/j.icarus.2021.114347,3,mesri
10.1007/s10686-021-09803-y,8,mesri
10.3389/feart.2021.701720,3,mesri
10.1051/0004-6361/202141426,8,mesri
10.1051/0004-6361/202141008,3,mesri
10.1051/0004-6361/202141240,8,mesri
10.3390/math9243175,6,mesri
10.1038/s41467-021-26883-8,0,mesri
10.1038/s41598-021-99943-0,0,mesri
10.1371/journal.pone.0260573,7,mesri
10.1186/s40623-021-01423-2,3,mesri
10.5802/crgeos.94,3,mesri
10.3390/ijerph18116108,7,mesri
10.1192/j.eurpsy.2021.2236,9,mesri
10.3389/fpsyg.2021.721283,0,mesri
10.1145/3486622.3494027,2,mesri
10.3847/1538-4357/abee80,8,mesri
10.1002/gcc.22985,7,mesri
10.1007/s00414-021-02700-1,7,mesri
10.3390/ph14080709,7,mesri
10.3390/e23091156,8,mesri
10.1051/0004-6361/202142600,3,mesri
10.3389/fpsyt.2021.766515,7,mesri
10.1093/mnras/stx1877,3,mesri
10.1016/j.jde.2016.12.011,6,mesri
10.1016/j.jqsrt.2017.04.009,8,mesri
10.1051/0004-6361/201629592,8,mesri
10.3917/herm.083.0081,9,mesri
10.3917/rdn.431.0517,5,mesri
10.3847/1538-3881/ab5850,8,mesri
10.1051/0004-6361/201936062,4,mesri
10.1016/j.quascirev.2021.107012,3,mesri
10.1002/9781119681021,9,mesri
10.3847/2041-8213/ab59dd,8,mesri
10.3847/1538-4357/ab44a7,3,mesri
10.3917/sta.110.0025,5,mesri
10.1093/mnras/stv2445,3,mesri
10.1016/j.future.2018.09.053,2,mesri
10.1007/978-3-319-89366-2_26,2,mesri
10.1007/978-3-030-69322-0_18,2,mesri
10.1007/s10340-020-01239-1,0,mesri
10.4000/archeosciences.7595,1,mesri
10.4000/rei.9471,9,mesri
10.1117/12.2563223,8,mesri
10.3847/1538-4357/ab80b9,8,mesri
10.1007/s11071-019-05344-4,3,mesri
10.1007/978-3-030-66560-9_5,8,mesri
10.1088/1475-7516/2020/03/050,3,mesri
10.1051/m2an/2021024,8,mesri
10.1088/1361-6382/aba28a,8,mesri
10.3934/nhm.2020012,9,mesri
10.2528/pierc19102905,2,mesri
10.1016/j.patrec.2020.12.007,2,mesri
10.3389/fnins.2020.00637,0,mesri
10.3847/2041-8213/ab961d,3,mesri
10.24033/asens.2359,6,mesri
10.1016/j.jde.2020.08.001,6,mesri
10.17323/1609-4514-2018-18-4-659-666,6,mesri
10.3390/axioms10010017,8,mesri
10.1016/j.aim.2021.108035,6,mesri
10.1080/10618600.2021.1874962,6,mesri
10.5427/jsing.2021.23g,6,mesri
10.3917/tl.082.0017,5,mesri
10.1007/s00220-021-03994-3,8,mesri
10.1007/s11634-021-00440-z,6,mesri
10.1016/j.csda.2020.107159,6,mesri
10.1016/j.matpur.2020.12.005,6,mesri
10.1016/j.cam.2020.113089,6,mesri
10.1007/978-3-030-69363-3_3,8,mesri
10.1016/j.jspi.2020.11.011,6,mesri
10.1090/mcom/3575,6,mesri
10.1090/tran/8358,6,mesri
10.37725/mgmt.v24.4500,9,mesri
10.1016/j.jspi.2020.08.001,2,mesri
10.1016/j.jfa.2021.108988,8,mesri
10.1016/j.disc.2020.112151,6,mesri
10.1016/j.dam.2020.09.020,6,mesri
10.3847/2041-8213/abdaae,8,mesri
10.1016/j.ijthermalsci.2020.106463,8,mesri
10.1051/m2an/2021007,8,mesri
10.1116/5.0026178,0,mesri
10.1016/j.matpur.2021.01.003,6,mesri
10.1016/j.jcp.2021.110388,8,mesri
10.1007/978-3-030-68796-0_8,7,mesri
10.1088/1741-2552/ac0f4b,7,mesri
10.3847/1538-4357/abcd3a,8,mesri
10.3917/reco.724.0667,9,mesri
10.2140/tunis.2021.3.481,6,mesri
10.46298/lmcs-17(3:17)2021,2,mesri
10.1016/j.jcp.2021.110452,8,mesri
10.1016/j.ifacol.2021.08.255,2,mesri
10.1051/0004-6361/202039579,3,mesri
10.1049/iet-spr.2020.0373,2,mesri
10.5802/crmath.234,0,mesri
10.1016/j.apm.2020.08.064,8,mesri
10.1088/1475-7516/2021/03/023,8,mesri
10.1007/s10910-021-01218-6,8,mesri
10.1007/s11222-021-10018-6,6,mesri
10.1088/1361-6382/ac0589,8,mesri
10.1007/s10851-020-01014-y,2,mesri
10.1016/j.jcp.2020.110093,8,mesri
10.1016/j.ifacol.2021.08.499,2,mesri
10.1016/j.frl.2021.101927,5,mesri
10.1016/j.jsc.2021.01.004,6,mesri
10.3390/jimaging7030041,2,mesri
10.3847/1538-4357/abe53c,8,mesri
10.1016/j.matpur.2021.04.012,8,mesri
10.1016/j.camwa.2021.07.011,8,mesri
10.1016/j.physletb.2021.136228,8,mesri
10.22201/ia.14052059p.2021.53.39,8,mesri
10.1007/978-3-030-80209-7_14,8,mesri
10.1007/s00220-021-04179-8,8,mesri
10.1007/978-3-030-80209-7_12,6,mesri
10.1016/j.cma.2021.114002,8,mesri
10.1016/j.jsames.2021.103261,3,mesri
10.1051/0004-6361/202040046,3,mesri
10.1146/annurev-nucl-102419-032845,8,mesri
10.3847/1538-4357/abe7e5,8,mesri
10.1016/j.procs.2021.11.008,2,mesri
10.1093/bioinformatics/btab297,0,mesri
10.1016/j.ffa.2020.101791,6,mesri
10.3847/1538-4357/abdcb7,8,mesri
10.1007/978-3-030-77385-4_29,2,mesri
10.3847/1538-4357/ac16d6,8,mesri
10.1007/978-3-030-78710-3_22,2,mesri
10.3847/2041-8213/abffcd,3,mesri
10.5220/0010551705310539,2,mesri
10.1080/09672567.2018.1523207,9,mesri
10.1186/s13362-018-0050-7,8,mesri
10.1007/s00446-021-00396-5,2,mesri
10.5802/aif.3402,6,mesri
10.1017/jfm.2020.1074,8,mesri
10.1007/s10686-021-09812-x,8,mesri
10.1051/0004-6361/201935890,3,mesri
10.1016/j.cam.2020.113018,6,mesri
10.1002/9781119116288.ch9,1,mesri
10.1007/s10485-017-9483-1,6,mesri
10.3997/2214-4609.201601787,4,mesri
10.1051/eas/1678002,3,mesri
10.1140/epjp/i2016-16220-6,6,mesri
10.1051/0004-6361/201527797,3,mesri
10.1093/mnras/stw2515,8,mesri
10.1093/mnras/stv2442,8,mesri
10.1051/0004-6361/201526960,3,mesri
10.3997/2214-4609.201601847,6,mesri
10.3917/dss.162.0327,5,mesri
10.1051/0004-6361/201629024,8,mesri
10.1515/crelle-2013-0111,6,mesri
10.1093/jxb/erab374,0,mesri
10.1186/s13321-021-00548-6,0,mesri
10.3390/rs13020262,3,mesri
10.21037/qims-21-331,7,mesri
10.1140/epjp/s13360-021-01214-4,8,mesri
10.31009/illesimperis.2021.i23.06,5,mesri
10.1353/phs.2021.0012,5,mesri
10.31009/illesimperis.2021.i23.05,5,mesri
10.31009/illesimperis.2021.i23.01,5,mesri
10.1186/s40478-021-01254-y,7,mesri
10.1007/s11747-021-00797-9,9,mesri
10.1080/07053436.2021.1935428,9,mesri
10.1152/ajpregu.00158.2021,7,mesri
10.1002/acn3.51451,7,mesri
10.1007/978-3-030-78270-2_14,5,mesri
10.3390/educsci11030092,9,mesri
10.1016/j.jcp.2021.110547,8,mesri
10.1016/j.geomorph.2021.107785,3,mesri
10.1123/jsep.2020-0255,0,mesri
10.1016/j.geomorph.2020.107561,1,mesri
10.1016/j.oraloncology.2021.105503,7,mesri
10.1002/jcu.23047,7,mesri
10.3390/math9121407,6,mesri
10.1016/j.jhsa.2021.09.030,7,mesri
10.1016/j.procs.2021.08.117,2,mesri
10.1007/s00018-021-03919-2,0,mesri
10.1080/27678490.2021.1976600,3,mesri
10.3390/microorganisms9081723,0,mesri
10.1111/tri.14008,7,mesri
10.3389/fdata.2021.568284,2,mesri
10.1016/j.otsr.2021.103032,7,mesri
10.1007/s00429-021-02320-w,9,mesri
10.1016/j.semarthrit.2021.09.001,7,mesri
10.1016/j.jhepr.2021.100285,7,mesri
10.1016/j.image.2021.116331,4,mesri
10.1016/j.neurol.2021.07.001,7,mesri
10.1016/j.automatica.2021.109803,4,mesri
10.1016/j.neurol.2021.07.006,7,mesri
10.1016/j.neurol.2021.07.009,7,mesri
10.1016/j.automatica.2021.109567,4,mesri
10.1016/j.arcontrol.2021.04.012,2,mesri
10.1016/j.conengprac.2021.104827,4,mesri
10.1016/j.neurol.2021.04.011,7,mesri
10.1038/s42255-021-00471-y,0,mesri
10.1016/j.otsr.2021.103039,7,mesri
10.3847/1538-3881/ac05cd,8,mesri
10.1186/s13010-021-00101-1,9,mesri
10.1186/s12979-021-00236-x,7,mesri
10.3390/ijerph18179312,7,mesri
10.1007/978-3-030-68035-0_13,2,mesri
10.3390/nu13082786,7,mesri
10.1051/0004-6361/202140512,8,mesri
10.1093/mnras/stab2493,8,mesri
10.1051/0004-6361/202039801,8,mesri
10.1051/0004-6361/202142297,8,mesri
10.1051/0004-6361/202141256,3,mesri
10.3390/universe7080304,8,mesri
10.1051/0004-6361/202040031,3,mesri
10.1051/0004-6361/202040061,8,mesri
10.1051/0004-6361/202141079,8,mesri
10.1051/0004-6361/202141340,3,mesri
10.3917/hes.214.0067,5,mesri
10.1051/0004-6361/202039705,3,mesri
10.1051/0004-6361/202039632,8,mesri
10.1051/0004-6361/202141145,8,mesri
10.1051/0004-6361/202039894,3,mesri
10.1051/0004-6361/202038979,8,mesri
10.1140/epjc/s10052-021-09818-x,8,mesri
10.3390/universe7020034,8,mesri
10.1051/0004-6361/202039976,8,mesri
10.1051/0004-6361/202039400,8,mesri
10.1051/0004-6361/202141061,3,mesri
10.1051/0004-6361/202140712,8,mesri
10.1002/asna.202113985,8,mesri
10.1038/s41586-021-03816-5,8,mesri
10.1111/cge.13974,7,mesri
10.1111/febs.16295,0,mesri
10.1016/j.diabet.2021.101272,7,mesri
10.1051/0004-6361/202039709,3,mesri
10.1051/0004-6361/202140870,8,mesri
10.1051/0004-6361/202140422,8,mesri
10.1051/bsgf/2021048,3,mesri
10.1051/0004-6361/202039212,8,mesri
10.1038/s41467-021-25818-7,3,mesri
10.1093/mnras/stab1922,8,mesri
10.1088/1538-3873/ac3408,8,mesri
10.1051/0004-6361/202140735,3,mesri
10.1051/0004-6361/202039035,3,mesri
10.1093/mnras/stab1492,8,mesri
10.3390/ijms222212247,7,mesri
10.1140/epjc/s10052-021-09441-w,8,mesri
10.1016/j.ifacol.2020.12.2152,0,mesri
10.1002/jsc.2432,9,mesri
10.1016/j.ifacol.2020.12.1146,0,mesri
10.1007/978-3-030-69322-0_21,2,mesri
10.3917/reco.716.1005,5,mesri
10.1007/978-3-030-67220-1_21,2,mesri
10.1016/j.mathsocsci.2021.03.007,9,mesri
10.1007/s00211-021-01192-w,6,mesri
10.1145/3448269,2,mesri
10.1007/978-3-030-80209-7_11,6,mesri
10.1007/s10013-021-00518-3,2,mesri
10.3847/1538-4357/ac0f04,3,mesri
10.3847/1538-4357/ac0d52,3,mesri
10.3847/1538-4357/ac0efd,3,mesri
10.1021/acsphotonics.1c00753,8,mesri
10.1093/mnras/stab2575,8,mesri
10.3847/1538-4357/ac23db,8,mesri
10.3917/redp.313.0053,9,mesri
10.1007/s11042-021-10899-9,2,mesri
10.1145/3450626.3459952,0,mesri
10.1007/s12036-021-09743-1,8,mesri
10.1016/j.automatica.2021.109804,2,mesri
10.1088/1367-2630/abfe1f,8,mesri
10.24187/ecostat.2021.528d.2061,9,mesri
10.1016/j.softx.2021.100658,2,mesri
10.3847/1538-4357/ac17ea,8,mesri
10.1007/978-3-030-83823-2_29,8,mesri
10.1007/978-3-030-86838-3_23,2,mesri
10.1111/cgf.14339,2,mesri
10.1111/cgf.14342,2,mesri
10.1145/3461001.3472733,0,mesri
10.1007/978-3-030-78759-2_30,3,mesri
10.1016/j.ifacol.2021.08.497,2,mesri
10.1016/j.ecolind.2021.107850,0,mesri
10.1111/cgf.14363,2,mesri
10.3847/1538-4357/ac088a,3,mesri
10.1111/cgf.14362,2,mesri
10.3390/insects12060544,0,mesri
10.3847/2041-8213/ac0dc2,8,mesri
10.1016/j.compscitech.2021.108678,1,mesri
10.1016/j.compscitech.2021.108655,1,mesri
10.3390/su13116135,0,mesri
10.1016/j.cej.2020.127107,1,mesri
10.1016/j.chemgeo.2021.120401,3,mesri
10.1016/j.carbon.2021.06.085,8,mesri
10.1111/cgf.14390,2,mesri
10.3390/microorganisms9071360,0,mesri
10.1051/bsgf/2020049,3,mesri
10.1038/s41586-021-03767-x,3,mesri
10.1016/j.ejim.2021.05.040,7,mesri
10.1007/978-3-030-77385-4_31,2,mesri
10.1007/s12217-020-09856-2,8,mesri
10.1145/3461001.3471151,2,mesri
10.1145/3461002.3473943,2,mesri
10.1186/s12889-021-11438-9,7,mesri
10.3758/s13414-021-02333-x,0,mesri
10.1088/1741-4326/abcdb7,8,mesri
10.1016/j.bbih.2021.100232,9,mesri
10.1016/j.camwa.2021.06.017,8,mesri
10.1051/0004-6361/202039753,8,mesri
10.1051/0004-6361/202038107,8,mesri
10.3390/ijerph18147508,7,mesri
10.1016/j.palaeo.2021.110529,3,mesri
10.3390/insects12070647,0,mesri
10.1016/j.jasrep.2021.103080,5,mesri
10.1016/j.molmet.2021.101294,7,mesri
10.1051/0004-6361/202038943,8,mesri
10.1051/0004-6361/202040157,8,mesri
10.1051/0004-6361/202140499,8,mesri
10.1051/0004-6361/202140705,8,mesri
10.1021/acsomega.1c01465,1,mesri
10.1051/0004-6361/202040089,8,mesri
10.1016/j.cbd.2021.100867,0,mesri
10.1007/s10686-021-09770-4,8,mesri
10.1016/j.revmed.2021.07.002,7,mesri
10.1016/j.ifacol.2021.11.086,2,mesri
10.5220/0010519101090116,5,mesri
10.1126/science.abf8966,0,mesri
10.1051/0004-6361/202140687,3,mesri
10.1002/cssc.202101149,1,mesri
10.1051/0004-6361/202040236,3,mesri
10.1007/978-3-030-87199-4_50,2,mesri
10.1051/0004-6361/202039429,3,mesri
10.1051/0004-6361/202140472,8,mesri
10.1007/978-3-030-87615-9_5,2,mesri
10.1016/j.tcs.2021.09.023,2,mesri
10.5194/se-12-915-2021,3,mesri
10.1051/0004-6361/202141049,8,mesri
10.1051/0004-6361/202140763,8,mesri
10.1039/d1sm00793a,1,mesri
10.1051/0004-6361/202141175,5,mesri
10.1051/0004-6361/202140430,8,mesri
10.1016/j.ifacol.2021.11.044,2,mesri
10.1007/s10915-021-01577-x,8,mesri
10.1051/0004-6361/202140342,8,mesri
10.5194/angeo-39-721-2021,3,mesri
10.1051/0004-6361/202040060,8,mesri
10.1140/epjh/s13129-021-00014-9,8,mesri
10.1038/s42004-021-00524-z,1,mesri
10.1090/memo/1205,6,mesri
10.1086/698859,3,mesri
10.1201/9781351074636,8,mesri
10.1016/j.margeo.2018.02.009,3,mesri
10.3917/herm.080.0142,9,mesri
10.3928/19404921-20180131-01,0,mesri
10.1002/9781119041757.ch7,5,mesri
10.7151/dmgt.2250,2,mesri
10.1088/1748-3190/ac2e0c,0,mesri
10.1145/3486622.3494025,2,mesri
10.1080/00206814.2021.1998800,3,mesri
10.1080/09537325.2021.2014447,9,mesri
10.2113/2021/9031662,3,mesri
10.1534/g3.119.0011,0,mesri
10.1093/nar/gkz142,0,mesri
10.1007/978-981-15-9199-0_17,2,mesri
10.1117/12.2562569,5,mesri
10.1117/12.2560489,5,mesri
10.1117/12.2559448,3,mesri
10.1117/12.2562927,8,mesri
10.1117/12.2562303,3,mesri
10.1117/12.2560878,8,mesri
10.1111/joes.12485,6,mesri
10.3997/2214-4609.202035013,6,mesri
10.3847/1538-4357/abb80c,8,mesri
10.3847/1538-4365/abd4e3,8,mesri
10.1090/jams/941,6,mesri
10.1007/s11214-020-00705-7,3,mesri
10.3847/1538-3881/abb9ab,3,mesri
10.1117/12.2562390,8,mesri
10.1117/12.2562712,9,mesri
10.1117/12.2576165,2,mesri
10.1088/2631-8695/ab78c5,4,mesri
10.1145/3465084.3467921,6,mesri
10.3847/2041-8213/abc631,8,mesri
10.3847/1538-4357/aba8f6,3,mesri
10.1007/s00220-019-03656-5,8,mesri
10.1117/12.2562433,8,mesri
10.1051/0004-6361/202038906,3,mesri
10.3847/1538-4357/ab737e,8,mesri
10.3847/1538-4357/ab9cb5,8,mesri
10.1051/0004-6361/201936802,8,mesri
10.1016/j.ifacol.2020.12.1589,4,mesri
10.1117/12.2576301,3,mesri
10.1117/12.2562511,3,mesri
10.1016/j.advwatres.2020.103759,3,mesri
10.1007/978-981-15-9354-3_1,7,mesri
10.3917/redp.313.0193,9,mesri
10.3847/1538-4357/abbda5,8,mesri
10.3847/1538-4365/ab9c19,3,mesri
10.1016/j.jde.2021.08.011,6,mesri
10.1016/j.softx.2021.100677,2,mesri
10.1007/978-3-030-73018-5_8,7,mesri
10.1016/j.cam.2020.113278,6,mesri
10.1016/j.jcp.2020.109964,8,mesri
10.1016/j.jastp.2017.08.004,3,mesri
10.1166/jolpe.2016.1448,4,mesri
10.22489/cinc.2016.077-276,7,mesri
10.37236/6521,6,mesri
10.1016/j.resourpol.2020.101941,9,mesri
10.1142/9789811221903_0014,0,mesri
10.17743/jaes.2020.0014,2,mesri
10.1016/j.ifacol.2020.12.1167,2,mesri
10.1007/978-3-030-77957-3_5,6,mesri
