sourceuca_source_id,sourceuca_doi,sourceuca_year,sourceuca_corresponding,sourceuca_all_authors,sourceuca_corresponding_normalized,sourceuca_title,sourceuca_journal_name,sourceuca_journal_issn_l,sourceuca_journal_is_oa,sourceuca_journal_is_in_doaj,sourceuca_is_oa_normalized,sourceuca_oa_status_normalized,sourceuca_oa_host_type_normalized,sourceuca_oa_repo_normalized,sourceuca_publisher_by_doiprefix,sourceuca_bso_classification_fr,sourceuca_funder
SCOPUS_ID:85070260693,10.1103/PhysRevLett.123.055101,2019,,Henri P.,non,Building a Weakly Outgassing Comet from a Generalized Ohm’s Law,Physical Review Letters,0031-9007,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"Hal,Autres",American Physical Society (APS),Sciences physiques et astronomie,"Centre National d’Etudes Spatiales,Agence Nationale de la Recherche,European Space Agency,National Aeronautics and Space Administration,Science and Technology Facilities Council,Partnership for Advanced Computing in Europe AISBL,Lomonosov supercomputing facility,NASA High-End Computing,NASAs Solar System Exploration Research Virtual Institute (SSERVI): Institute for Modeling Plasmas, Atmosphere, and Cosmic Dust"
SCOPUS_ID:85071061512,10.1158/0008-5472.CAN-18-3855,2019,,Pouysségur J.,non,"Genetic Ablation of the Cystine Transporter xCT in PDAC Cells Inhibits mTORC1, Growth, Survival, and Tumor Formation via Nutrient and Oxidative Stresses",Cancer Research,0008-5472,False,False,Accès fermé,Closed,Accès fermé,Autres,American Association for Cancer Research (AACR),Recherche médicale,GEMLUC
SCOPUS_ID:85070305037,10.1088/1361-6382/ab2160,2019,,Paterek T.,non,Generalised uncertainty relations from superpositions of geometries,Classical and Quantum Gravity,0264-9381,False,False,Accès ouvert,Green,Archive ouverte,arXiv,IOP Publishing,Sciences physiques et astronomie,Singapore Ministry of Education
SCOPUS_ID:85070628744,10.1364/OL.44.004071,2019,,Soulard R.,non,Thulium laser at ∼23 μm based on upconversion pumping,Optics Letters,0146-9592,False,False,Accès fermé,Closed,Accès fermé,Autres,The Optical Society,Sciences physiques et astronomie,"Agence Nationale de la Recherche (ANR),European Community funds FEDER,Normandie region"
SCOPUS_ID:85070763411,10.5038/1827-806X.48.1.2252,2019,Audra P.|Laboratoire Polytech'LAB,Audra P.,oui,Guano-related phosphate-rich minerals in European caves,International Journal of Speleology,0392-6672,True,True,Accès ouvert,Gold,Editeur et archive ouverte,"Hal,Autres",University of South Florida Libraries,"Sciences de la Terre, écologie, énergie et biologie appliquée",
SCOPUS_ID:85070773536,10.1364/PRJ.7.000A36,2019,,D’Auria V.|Doutre F.|Lunghi T.|Gouzien E.|De Micheli M.|Mondain F.|Tanzilli S.,non,Chip-based squeezing at a telecom wavelength,Photonics Research,2327-9125,False,False,Accès ouvert,Green,Archive ouverte,arXiv,The Optical Society,Sciences physiques et astronomie,"European Regional Development Fund,Agence Nationale de la Recherche"
SCOPUS_ID:85070548412,10.1103/PhysRevLett.123.068102,2019,,Krinsky V.,non,Termination of Scroll Waves by Surface Impacts,Physical Review Letters,0031-9007,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,Autres,American Physical Society (APS),Sciences physiques et astronomie,National Institutes of Health
SCOPUS_ID:85071044979,10.7554/eLife.47376,2019,,Duboc V.,non,Sox1a mediates the ability of the parapineal to impart habenular left-right asymmetry,eLife,2050-084X,True,True,Accès ouvert,Gold,Editeur et archive ouverte,Autres,"eLife Sciences Publications, Ltd",Biologie fondamentale,"Wellcome,Wellcome,Fondation ARC pour la Recherche sur le Cancer,Fondation pour la Recherche Médicale,Agence Nationale de la Recherche,Fondation Fyssen,Fondation ARC pour la Recherche sur le Cancer"
SCOPUS_ID:85070545836,10.1103/PhysRevA.100.012350,2019,,Ng H.K.,non,Quantum process tomography via optimal design of experiments,Physical Review A,2469-9926,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,"Ministry of Education - Singapore,Japan Society for the Promotion of Science"
SCOPUS_ID:85071129560,10.1364/OE.27.024154,2019,,De Mierry P.,non,Study of efficient semipolar (11-22) InGaN green micro-light-emitting diodes on high-quality (11-22) GaN/sapphire template,Optics Express,1094-4087,True,True,Accès ouvert,Gold,Editeur et archive ouverte,"Hal,Autres",The Optical Society,Sciences physiques et astronomie,CREST Malaysia
SCOPUS_ID:85071165546,10.1007/s10269-012-2175-4,2018,Villata S.|Laboratoire D'informatique Signaux et Systèmes de Sophia-Antipolis,Villata S.,oui,Éditorial,Oncologie,1292-3818,False,False,Accès ouvert,Bronze,Editeur,Autres,Springer Science and Business Media LLC,Recherche médicale,
SCOPUS_ID:85069961820,10.1103/PhysRevLett.123.033602,2019,,Diederichs C.,non,Optical Gating of Resonance Fluorescence from a Single Germanium Vacancy Color Center in Diamond,Physical Review Letters,0031-9007,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"National Research Foundation Singapore,Ministry of Education - Singapore,Agency for Science, Technology and Research,Australian Research Council,Office of Naval Research Global,Asian Office of Aerospace Research and Development"
SCOPUS_ID:85070278976,10.1364/OE.27.022074,2019,,Blanc W.,non,Distributed fiber optics 3D shape sensing by means of high scattering NP-doped fibers simultaneous spatial multiplexing,Optics Express,1094-4087,True,True,Accès ouvert,Gold,Editeur et archive ouverte,"Hal,Autres",The Optical Society,Sciences physiques et astronomie,"ORAU program at Nazarbayev University,Agence Nationale de la Recherche (ANR)"
SCOPUS_ID:85071347375,10.1161/HYPERTENSIONAHA.119.13094,2019,,Rubera I.|Tauc M.,non,Proximal Tubule-Specific Deletion of the NHE3 (Na <sup>+</sup> /H <sup>+</sup> Exchanger 3) in the Kidney Attenuates Ang II (Angiotensin II)-Induced Hypertension in Mice,Hypertension,0194-911X,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,Autres,Ovid Technologies (Wolters Kluwer Health),Recherche médicale,
SCOPUS_ID:85071345630,10.1128/JB.00191-19,2019,,Guefrachi I.,non,From Intracellular Bacteria to Differentiated Bacteroids: Transcriptome and Metabolome Analysis in <i>Aeschynomene</i> Nodules Using the <i>Bradyrhizobium</i> sp. Strain ORS285 <i>bclA</i> Mutant,Journal of Bacteriology,0021-9193,False,False,Accès ouvert,Green,Archive ouverte,Autres,American Society for Microbiology,Biologie fondamentale,"Agence Nationale de la Recherche,Agence Nationale de la Recherche,Hungarian Science Foundation"
SCOPUS_ID:85071908390,10.1137/18M1222454,2019,,Fischer M.|Cecchin A.|Pelino G.,non,On the Convergence Problem in Mean Field Games: A Two State Model without Uniqueness,SIAM Journal on Control and Optimization,0363-0129,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",Society for Industrial & Applied Mathematics (SIAM),Mathématiques,"Fondazione Cassa di Risparmio di Padova e Rovigo,Ministero dell'Istruzione, dell'Università e della Ricerca,Ministero dell'Istruzione, dell'Università e della Ricerca,Università degli Studi di Padova,Università degli Studi di Padova"
SCOPUS_ID:85072192852,10.1103/PhysRevD.100.024017,2019,,Minazzoli O.|Fournier J.D.|Bizouard M.A.|Coulon J.P.|Heitmann H.|Chaibi O.|Merzougui M.|Kéfélian F.|Cleva F.|Boer M.|Pichot M.|Cipriano F.|Macquet A.|Stachie C.|Harder T.|Radulesco N.|Vinet J.Y.|Santos E.|Brillet A.|Bogaert G.|Man N.|Christensen N.,non,All-sky search for short gravitational-wave bursts in the second Advanced LIGO and Advanced Virgo run,Physical Review D,2470-0010,False,False,Accès ouvert,Green,Archive ouverte,"Hal,arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"National Science Foundation,Science and Technology Facilities Council,Australian Research Council,Instituto Nazionale di Fisica Nucleare,Centre National de la Recherche Scientifique,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,Council of Scientific and Industrial Research,Department of Science and Technology, Ministry of Science and Technology,Science and Engineering Research Board,Ministry of Human Resource Development,Spanish Agencia Estatal de Investigación,Narodowe Centrum Nauki,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,Russian Foundation for Basic Research,Russian Science Foundation,European Commission,European Regional Development Funds,Royal Society,Scottish Funding Council,Scottish Universities Physics Alliance,Országos Tudományos Kutatási Alapprogramok,National Research Foundation of Korea,Industry Canada,Ontario Ministry of Economic Development and Innovation,Natural Science and Engineering Research Council Canada,Canadian Institute for Advanced Research,Abdus Salam International Centre for Theoretical Physics,Research Grants Council, University Grants Committee,National Natural Science Foundation of China,Leverhulme Trust,Ministry of Science and Technology, Taiwan,Kavli Foundation,Max-Planck-Society (MPS),Vicepresidència i Conselleria d’Innovació,Recerca i Turisme and the Conselleria d’Educació i Universitat del Govern de les Illes Balears,Lyon Institute of Origins,Paris Île-de-France Region,National Research, Development and Innovation Office Hungary (NKFIH),Brazilian Ministry of Science, Technology, Innovations, and Communications,South American Institute for Fundamental Research"
SCOPUS_ID:85072069003,10.1214/19-EJP298,2019,,Delarue F.,non,From the master equation to mean field game limit theory: a central limit theorem,Electronic Journal of Probability,1083-6489,True,True,Accès ouvert,Gold,Editeur et archive ouverte,"arXiv,Autres",Institute of Mathematical Statistics,Mathématiques,
SCOPUS_ID:85072151798,10.1161/CIRCRESAHA.119.314793,2019,,Bertero T.,non,"Characterization of <i>Kcnk3</i> -Mutated Rat, a Novel Model of Pulmonary Hypertension",Circulation Research,0009-7330,False,False,Accès ouvert,Bronze,Editeur et archive ouverte,"Hal,Autres",Ovid Technologies (Wolters Kluwer Health),Recherche médicale,
SCOPUS_ID:85071606844,10.1029/2019GL083490,2019,,Marcaillou B.|Laigle M.|Schenini L.,non,The Bunce Fault and Strain Partitioning in the Northern Lesser Antilles,Geophysical Research Letters,0094-8276,False,False,Accès ouvert,Green,Archive ouverte,"Hal,Autres",American Geophysical Union (AGU),"Sciences de la Terre, écologie, énergie et biologie appliquée",Région Bretagne
SCOPUS_ID:85071486645,10.1029/2019GL083856,2019,,Cappa F.|De Barros L.,non,Illuminating the Rupturing of Microseismic Sources in an Injection‐Induced Earthquake Experiment,Geophysical Research Letters,0094-8276,False,False,Accès ouvert,Green,Archive ouverte,"Hal,Autres",American Geophysical Union (AGU),"Sciences de la Terre, écologie, énergie et biologie appliquée",University of Michigan
SCOPUS_ID:85071783407,10.1097/RLU.0000000000002707,2019,,Montaudié H.|Lacour J.P.,non,Nivolumab-Induced Pneumonitis in Patient With Metastatic Melanoma Showing Complete Remission on 18F-FDG PET/CT,Clinical Nuclear Medicine,0363-9762,False,False,Accès fermé,Closed,Accès fermé,Autres,Ovid Technologies (Wolters Kluwer Health),Recherche médicale,
SCOPUS_ID:85071400725,10.1364/JOSAB.36.002030,2019,,Guerin W.,non,Comparison of three approaches to light scattering by dilute cold atomic ensembles,Journal of the Optical Society of America B,0740-3224,False,False,Accès ouvert,Green,Archive ouverte,arXiv,The Optical Society,Sciences physiques et astronomie,Russian Science Foundation (RSF)
SCOPUS_ID:85072034913,10.1103/PhysRevA.100.022333,2019,,Ng H.K.|Englert B.G.,non,Proper error bars for self-calibrating quantum tomography,Physical Review A,2469-9926,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,"Ministry of Education - Singapore,National Research Foundation Singapore,Beijing Institute of Technology,National Natural Science Foundation of China,European Research Council,Deutsche Forschungsgemeinschaft"
SCOPUS_ID:85072024525,10.1103/PhysRevA.100.021401,2019,,Guerin W.|Kaiser R.|Lesanovsky I.,non,Dressed dense atomic gases,Physical Review A,2469-9926,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"European Research Council,Horizon 2020,Engineering and Physical Sciences Research Council"
SCOPUS_ID:85071550653,10.1364/OE.27.025603,2019,Kaiser F.|Institut de Physique de Nice,Kaiser F.|Martin A.|Aktas D.|Vergyris P.|de Micheli M.P.|Tanzilli S.|Alibart O.,oui,Quantum optical frequency up-conversion for polarisation entangled qubits: towards interconnected quantum information devices,Optics Express,1094-4087,True,True,Accès ouvert,Gold,Editeur et archive ouverte,"arXiv,Autres",The Optical Society,Sciences physiques et astronomie,"Agence Nationale de la Recherche (ANR),European Commission (EC),Fondation Simone et Cino Del Duca,French Government,iXCore Research Foundation,Region Paca,Université Côte d'Azur"
SCOPUS_ID:85071710877,10.7554/eLife.49158,2019,,Escoubas C.C.,non,Neuronal TORC1 modulates longevity via AMPK and cell nonautonomous regulation of mitochondrial dynamics in C. elegans,eLife,2050-084X,True,True,Accès ouvert,Gold,Editeur et archive ouverte,Autres,"eLife Sciences Publications, Ltd",Biologie fondamentale,"National Institute on Aging,National Institute on Aging"
SCOPUS_ID:85071896504,10.1103/PhysRevLett.123.083401,2019,,Bachelard R.|Cottier F.|Kaiser R.|Cipris A.,non,Microscopic and Macroscopic Signatures of 3D Anderson Localization of Light,Physical Review Letters,0031-9007,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,"H2020 Marie Skodowska-Curie Actions,Fundação de Amparo à Pesquisa do Estado de São Paulo,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior"
SCOPUS_ID:85073009115,10.1103/PhysRevD.100.062001,2019,,Minazzoli O.|Fournier J.D.|Coulon J.P.|Heitmann H.|Hreibi A.|Chaibi O.|Merzougui M.|Merilh E.L.|Kéfélian F.|Cleva F.|Boer M.|Pichot M.|Cipriano F.|MacQuet A.|Stachie C.|Radulescu N.|Vinet J.Y.|Brillet A.|Bogaert G.|Man N.|Christensen N.,non,Directional limits on persistent gravitational waves using data from Advanced LIGO’s first two observing runs,Physical Review D,2470-0010,False,False,Accès ouvert,Hybrid,Editeur et archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"National Science Foundation,Science and Technology Facilities Council,Max-Planck-Gesellschaft,Australian Research Council,Instituto Nazionale di Fisica Nucleare,Centre National de la Recherche Scientifique,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,Council of Scientific and Industrial Research,Department of Science and Technology, Ministry of Science and Technology,Science and Engineering Research Board,Ministry of Human Resource Development,Narodowe Centrum Nauki,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,Russian Foundation for Basic Research,Russian Science Foundation,European Commission,European Regional Development Fund,Royal Society,Scottish Funding Council,Scottish Universities Physics Alliance,Országos Tudományos Kutatási Alapprogramok,National Research Foundation of Korea,Industry Canada,Ontario Ministry of Economic Development and Innovation,Natural Sciences and Engineering Research Council of Canada,Canadian Institute for Advanced Research,Research Grants Council, University Grants Committee,National Natural Science Foundation of China,Leverhulme Trust,Ministry of Science and Technology, Taiwan,Kavli Foundation,Spanish Agencia Estatal de Investigación,Vicepresidència i Conselleria d’Innovació,Lyon Institute of Origins (LIO),National Research, Development and Innovation Office Hungary (NKFIH),Brazilian Ministry of Science, Technology, Innovations, and Communications,International Center for Theoretical Physics South American Institute for Fundamental Research (ICTP-SAIFR),Research Corporation"
SCOPUS_ID:85072786695,10.1142/S0217732319503358,2019,,Grandou T.,non,Effective locality and chiral symmetry breaking in QCD,Modern Physics Letters A,0217-7323,False,False,Accès ouvert,Green,Archive ouverte,arXiv,World Scientific Pub Co Pte Ltd,Sciences physiques et astronomie,Julian Schwinger Foundation for Physics Research
SCOPUS_ID:85072969479,10.1103/PhysRevA.100.033833,2019,,Guerin W.|Araújo M.O.|Weiss P.|Kaiser R.|Cipris A.,non,Robustness of Dicke subradiance against thermal decoherence,Physical Review A,2469-9926,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,"Agence Nationale de la Recherche,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,Deutsche Forschungsgemeinschaft"
SCOPUS_ID:85072954459,10.1103/PhysRevC.100.034004,2019,,Gattobigio M.,non,Embedding nuclear physics inside the unitary-limit window,Physical Review C,2469-9985,False,False,Accès ouvert,Green,Archive ouverte,arXiv,American Physical Society (APS),Sciences physiques et astronomie,
SCOPUS_ID:85072995802,10.1103/PhysRevD.100.061101,2019,,Minazzoli O.|Fournier J.D.|Coulon J.P.|Heitmann H.|Hreibi A.|Chaibi O.|Merzougui M.|Kéfélian F.|Cleva F.|Boer M.|Pichot M.|Cipriano F.|Macquet A.|Stachie C.|Radulescu N.|Vinet J.Y.|Brillet A.|Bogaert G.|Man N.|Christensen N.,non,Search for the isotropic stochastic background using data from Advanced LIGO’s second observing run,Physical Review D,2470-0010,False,False,Accès ouvert,Green,Archive ouverte,"arXiv,Autres",American Physical Society (APS),Sciences physiques et astronomie,"National Science Foundation,Science and Technology Facilities Council,Australian Research Council,Instituto Nazionale di Fisica Nucleare,Centre National de la Recherche Scientifique,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,Council of Scientific and Industrial Research of India,Department of Science and Technology, Ministry of Science and Technology,Science and Engineering Research Board,Ministry of Human Resource Development,Spanish Agencia Estatal de Investigación,Conselleria d’Educació, Investigació, Cultura i Esport de la Generalitat Valenciana,Narodowe Centrum Nauki,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,Russian Foundation for Basic Research,Russian Science Foundation,European Commission,European Regional Development Funds,Royal Society,Scottish Funding Council,Scottish Universities Physics Alliance,Országos Tudományos Kutatási Alapprogramok,National Research, Development and Innovation Office,National Research Foundation of Korea,Ontario Ministry of Economic Development and Innovation,Natural Science and Engineering Research Council Canada,Canadian Institute for Advanced Research,Research Grants Council, University Grants Committee,National Natural Science Foundation of China,Leverhulme Trust,Ministry of Science and Technology, Taiwan,Kavli Foundation,Vicepresidència i Conselleria d’Innovació,Recerca i Turisme and the Conselleria d’Educació i Universitat del Govern de les Illes Balears,Lyon Institute of Origins,Paris Île-de-France Region,Brazilian Ministry of Science, Technology, Innovations, and Communications,International Center for Theoretical Physics South American Institute for Fundamental Research"
